Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Domain_Age,Domain_End,Label
definitions.uslegal.com,0,0,1,2,0,0,0,0,0,0,1,1
corfuproperty.gr,0,1,0,3,0,0,0,0,0,1,1,1
patents.justia.com,0,0,0,2,0,0,0,0,0,0,1,1
app-1530173649.000webhostapp.com,0,0,1,3,0,0,0,1,0,0,1,1
ru.pinterest.com,0,0,0,1,0,0,1,0,0,1,1,1
forums.geforce.com,0,0,1,3,0,0,0,0,0,0,1,1
fitnessfest.sg,0,0,0,0,0,0,0,0,0,1,1,1
zonasegura1.bn.com.multiservicioswebther.com,0,0,1,3,0,0,0,0,1,1,1,1
christkindlwirt.at,0,0,0,1,0,0,0,0,0,1,1,1
support-appleld.com.secureupdate.duilawyeryork.com,0,0,1,2,0,0,0,1,0,0,0,1
sharedpont77wwjxjx.df.r.appspot.com,0,0,1,2,0,0,1,0,1,1,1,1
newegg.com,0,0,1,2,0,0,0,0,0,0,1,1
koleksiyonrattan.com,0,0,0,2,0,0,0,0,1,1,1,1
gradschools.com,0,0,1,2,0,0,0,0,0,0,0,1
loraboyd.com,0,0,0,2,0,0,0,0,0,0,1,1
empocher.net,0,0,0,0,0,0,0,0,0,1,1,1
thedigitallandscaping.com,0,0,0,1,0,0,0,0,0,0,1,1
microsoftaccountsecurityportal.wl.r.appspot.com,0,1,1,0,0,0,1,0,1,1,1,1
betasus20.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1
courgeon-immobilier.fr,0,0,1,6,0,0,0,1,0,0,1,1
curriculum.railsbridge.org,0,0,1,1,0,0,0,0,0,0,1,1
true654263721ffuyfsfs.clearpointsupplies.com,0,0,1,1,0,0,0,0,0,0,1,1
helpathome.com,0,0,0,0,0,0,0,0,0,0,0,1
iconcinemas.com,0,0,0,0,0,0,0,0,0,0,0,1
fb.upgradebeta.com,0,0,0,0,0,0,0,0,1,1,1,1
h4w.livejournal.com,0,0,0,0,0,0,0,0,0,1,1,1
vitahaus.com.br,0,0,1,6,0,0,0,0,0,1,1,1
interoptika.hu,0,0,0,1,0,0,0,0,0,1,1,1
indeed.com,0,0,1,2,0,0,0,0,0,1,1,1
calciodonne.it,0,0,0,0,0,0,0,0,0,0,0,1
cp0c7pc.du.r.appspot.com,0,0,0,1,0,0,1,0,1,1,1,1
storage.cloud.google.com,0,1,1,2,0,0,1,0,0,1,1,1
loledco.com,0,0,0,1,0,0,0,0,1,1,1,1
mkup.com.mx,0,0,0,0,0,0,0,0,0,0,0,1
sma.naturealtree.com,0,1,1,1,0,0,0,0,1,1,1,1
unisonsouthayr.org.uk,0,0,0,1,0,0,0,0,0,0,1,1
fanaposten.no,0,0,0,0,0,0,0,0,0,1,1,1
psicoayudante.com,0,0,0,4,0,0,0,0,1,1,1,1
secure-login-portal-outlook.el.r.appspot.com,0,0,1,4,0,0,1,1,1,1,1,1
myheritage.com,0,0,0,1,0,0,0,0,0,0,1,1
choosenissan.com,0,0,0,0,0,0,0,0,0,0,1,1
store.mdcgate.com,0,0,1,2,0,0,0,0,0,0,1,1
thecoolerzone.com,0,0,0,0,0,0,0,0,0,0,0,1
mail.beesnaturals.com,0,0,0,1,0,0,0,0,0,0,1,1
indexsignal.com,0,0,0,1,0,0,0,0,0,0,0,1
xmz.sushmagp.com,0,0,0,0,0,0,0,0,1,1,1,1
5x726-alternate.app.link,0,0,0,0,0,0,0,1,0,1,1,1
assdig.com,0,0,0,0,0,0,0,0,0,0,1,1
twitter.com,0,0,0,1,0,0,0,0,0,1,0,1
en.community.dell.com,0,0,1,6,0,0,0,0,0,0,0,1
bluefountainmedia.com,0,0,0,1,0,0,0,0,0,1,1,1
trv.no,0,0,0,0,0,0,0,0,0,1,1,1
swamcorrecter.com,0,0,0,0,0,0,0,0,1,1,1,1
foliar.pl,0,0,0,4,0,0,0,0,0,1,1,1
andrewcasares.com,0,0,0,2,0,0,0,0,0,1,0,1
anjoe.com,0,0,1,4,0,0,0,0,0,0,0,1
brighthub.com,0,0,1,4,0,0,0,0,0,0,1,1
blulink.pl,0,0,0,0,0,0,0,0,0,1,1,1
yogamma.com.tr,0,0,0,1,0,0,0,0,0,0,0,1
duluxshop.lk,0,0,1,3,0,0,0,0,0,1,1,1
paypal.imited-login.com,0,0,0,2,0,0,0,1,1,1,1,1
deref-gmx.net,0,0,1,4,0,0,0,1,0,1,1,1
Cisco.com,0,0,1,8,0,0,0,0,0,1,1,1
avclub.com,0,0,1,2,0,0,0,0,0,0,1,1
tldp.org,0,0,0,4,0,0,0,0,0,0,1,1
itunes.apple.com,0,0,0,4,0,0,0,0,0,1,1,1
d91ddd0c.el.r.appspot.com,0,0,0,1,0,0,1,0,1,1,1,1
parafiaczarkow.ns48.pl,0,0,0,3,0,0,0,0,0,1,1,1
amidabuli.com,0,0,0,0,0,0,0,0,0,0,1,1
en.wikipedia.org,0,0,0,1,0,0,0,0,0,0,0,1
pump-one.com,0,0,0,4,0,0,0,1,0,1,1,1
en.wiktionary.org,0,0,0,2,0,0,0,0,0,0,0,1
tcfeckne.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1
rw-designer.com,0,0,0,1,0,0,0,1,0,0,0,1
mashtips.com,0,0,1,1,0,0,0,0,0,0,1,1
https.webmail.office.jezqmhyjbcaahq11uev4m7u1kyjry.47o9ihsjhhs3g1w0rf4k0.9yki6eft1lk7c6os6ky.dximd3qwwpq6shgjg2zhrvmsi.fdimx7eff3mnvrmfb.kn754sq979b3bla9a4ukwzc9mimam.h6d9w2oxfyow8o544jgkddu7f1.jtebbd.duckdns.org,0,1,1,3,0,1,1,0,0,1,1,1
viktoriastar.ru,0,0,0,0,0,0,0,0,1,1,1,1
vim.wikia.com,0,0,0,2,0,0,0,0,0,0,1,1
secure-microsoft-online.oa.r.appspot.com,0,0,0,1,0,0,1,1,1,1,1,1
eusa-lombo.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1
christmascartoons.org,0,0,1,6,0,0,0,0,0,0,1,1
portals.clevelandclinic.org,0,0,1,5,0,0,0,0,0,0,1,1
nahradnediely.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1
translate.academic.ru,0,0,1,4,0,0,0,0,0,0,0,1
store.directsupply.com,0,0,0,0,0,0,0,0,0,0,1,1
andymolinsky.com,0,0,0,0,0,0,0,0,0,0,1,1
12yards.ru,0,0,1,6,0,0,0,0,0,0,1,1
networks.nokia.com,0,0,1,2,0,0,0,0,0,0,1,1
165.227.4.30,0,0,0,2,0,0,0,0,0,1,1,1
thelulusband.com,0,1,1,6,0,0,0,0,0,0,1,1
loudtronix.co,0,0,0,2,0,0,1,0,0,0,1,1
dictionary.com,0,0,0,2,0,0,0,0,0,0,1,1
lonosoneteams.blogspot.com,0,1,1,0,0,0,1,0,1,1,1,1
xeberler.az,0,0,0,1,0,0,0,0,0,1,1,1
inbioma.pe,0,1,1,1,0,0,0,0,0,1,1,1
kiwiirc.com,0,0,0,1,0,0,0,0,0,0,1,1
prj0011.appspot.com,0,0,0,0,0,0,1,0,1,1,1,1
aboutkidshealth.ca,0,0,1,7,0,0,0,0,0,0,1,1
bgdirectory.net,0,0,1,2,0,0,0,0,0,1,1,1
vb.is,0,0,0,0,0,0,0,0,0,1,1,1
fortheloveofbanting.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1
labottee.com,0,0,0,1,0,0,0,0,0,0,0,1
hahdaeupdate.es.tl,0,0,0,0,0,0,0,0,0,0,0,1
russeprofilering.no,0,0,0,0,0,0,0,0,0,1,1,1
strong.tv,0,0,0,2,0,0,0,0,0,1,1,1
mx-staging.bfni.ca,0,0,0,0,0,0,0,1,1,1,1,1
webdatamltrainingdiag842.blob.core.windows.net,0,0,1,2,0,0,0,0,0,1,1,1
macrumors.com,0,0,1,4,0,0,0,0,0,0,1,1
arushaone.co.tz,0,0,1,5,0,0,0,0,0,1,1,1
whatsappjapan.jkub.com,0,0,0,0,0,0,0,0,0,0,1,1
bit.ly,0,0,0,1,0,0,1,0,0,0,1,1
auone-jp.connect-portal.thisdayjune.com,0,0,0,0,0,0,0,1,1,1,1,1
nobleconsultants.net,0,0,1,2,1,0,0,0,0,0,1,1
50plus.de,0,0,0,0,0,0,0,0,0,1,1,1
ronvig.com,0,0,0,1,0,0,0,0,0,1,1,1
smallbusiness.chron.com,0,0,1,1,0,0,0,0,0,1,1,1
santaremplay.com.br,0,0,1,3,0,0,0,0,0,1,1,1
help.optuszoo.com.au,0,0,1,6,0,0,0,0,0,1,1,1
hydroquebec.com,0,0,1,3,0,0,0,0,0,0,1,1
acbl.org,0,0,1,3,0,0,0,0,0,0,1,1
elefantszerszam.hu,0,0,0,0,0,0,0,0,0,1,1,1
foxwoods.com,0,0,0,0,0,0,0,0,0,0,1,1
iflix.top,0,0,0,0,0,0,0,0,0,1,1,1
tech-faq.com,0,0,1,1,0,0,0,1,0,0,1,1
y56erfdxcxcexhaustdmerkat70542.wn.r.appspot.com,0,0,1,0,0,0,1,0,1,1,1,1
albel.intnet.mu,0,0,0,2,0,0,0,0,0,0,1,1
allopsm.fr,0,0,0,0,0,0,0,0,0,0,0,1
instargrams.000webhostapp.com,0,0,0,0,0,0,0,0,0,0,1,1
kj-1.de,0,0,0,0,0,0,0,1,0,1,1,1
ww38.casas-cb-compras.com,0,0,0,3,0,0,0,1,1,1,1,1
yorki-style.ru,0,0,1,6,0,0,0,1,1,1,1,1
cehd.umn.edu,0,0,1,5,0,0,0,0,0,0,1,1
e-daco.kr,0,0,0,2,0,0,0,1,0,0,0,1
littlehaygolf.co.uk,0,0,0,1,0,0,0,0,0,0,1,1
apple.com-login.es,0,0,0,0,0,0,0,1,0,1,1,1
limited-help.com,0,0,0,2,0,0,0,1,1,1,1,1
opel.gr,0,0,0,0,0,0,0,0,0,1,1,1
twowheelcool.com,0,0,0,2,0,0,0,0,0,0,0,1
bajer.info.pl,0,0,1,7,0,0,0,0,0,1,1,1
newconnectbiblestudy.com,0,0,0,1,0,0,0,0,1,1,1,1
vki.vipcentr.ru,0,0,0,0,0,0,0,0,0,0,1,1
payscale.com,0,0,1,4,0,0,0,0,0,0,1,1
meta-chart.com,0,0,0,0,0,0,1,1,0,0,1,1
securecuserver.co.uk,0,0,1,3,0,0,0,0,0,0,1,1
hotelmeghapalace.in,0,0,0,1,0,0,0,0,0,1,1,1
chauffagethermopompeclimatisation.ca,0,0,1,3,0,0,0,0,0,0,0,1
bizchair.com,0,0,0,0,0,0,0,0,0,0,1,1
facebook.com,0,0,1,1,0,0,0,0,0,0,1,1
xbooks.to,0,0,0,0,0,0,0,0,0,1,1,1
secureupdate.appleld.com.duilawyeryork.com,0,0,1,2,0,0,0,0,0,0,0,1
e-imamu.edu.sa,0,0,0,0,0,0,0,1,0,1,1,1
stage.cwport.com,0,0,0,0,0,0,1,0,0,0,0,1
nsp.vipshop.ru,0,0,0,0,0,0,0,0,0,0,1,1
